IB- CONCLUSÃO PRÉDIO BIOPATÓGENOS E LAB. DOR;01-17843-11
IB- CONCLUSÃO PRÉDIO BIOPATÓGENOS E LAB. DOR;"01-17843-11
INF.AEPLAN 775/2011"
DGRH- INTERLIGAÇÃO PRÉDIOS REITORIA III E IV;"01-17846-11
MEMO DGRH/COORD. Nº 366/2011"
DGA- REFORMA ANTIGO BARRACÃO MARCENARIA;01-17915-11
PREFEITURA- NOVO ALMOXARIFADO PREFEITURA;01-17972-05
PREFEITURA- NOVO ALMOXARIFADO PREFEITURA;01-17972-05
PREFEITURA- NOVO ALMOXARIFADO PREFEITURA;01-17972-05
PREFEITURA- NOVO ALMOXARIFADO PREFEITURA;01-17972-05
PREFEITURA- NOVO CANTEIRO DE OBRAS;01-17972-05
PREFEITURA- NOVO CANTEIRO DE OBRAS;01-17972-05
CPQBA- NOVA PORTARIA;01-18001-11
FEQ - LAB BIOCOMBUSTÍVEIS AVANÇADOS (CONV. SHELL);01-18080-09
FEQ - LAB BIOCOMBUSTÍVEIS AVANÇADOS (CONV. SHELL);01-18080-09
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-18111-08
COTUCA- PROJETO DE COMBATE A INCÊNDIO;01-18111-08
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-18145-06
REITORIA- ENTREPOSTO DE RESÍDUOS;01-18169-10
REITORIA- ENTREPOSTO DE RESÍDUOS;01-18169-10
REITORIA- ENTREPOSTO DE RESÍDUOS;01-18169-10
REITORIA- ENTREPOSTO DE RESÍDUOS;01-18169-10
INOVA- EDIF PADRÃO POLO INOVAÇÃO UNICAMP;01-18186-09
INOVA- EDIF PADRÃO POLO INOVAÇÃO UNICAMP;01-18186-09
INOVA- EDIF PADRÃO POLO INOVAÇÃO UNICAMP;01-18186-09
INOVA- EDIF PADRÃO POLO INOVAÇÃO UNICAMP;01-18186-09
INOVA- EDIF PADRÃO POLO INOVAÇÃO UNICAMP;01-18186-09
INOVA- EDIF PADRÃO POLO INOVAÇÃO UNICAMP;01-18186-09
INOVA- EDIF PADRÃO POLO INOVAÇÃO UNICAMP;01-18186-09
INOVA- EDIF PADRÃO POLO INOVAÇÃO UNICAMP;01-18186-09
INOVA- EDIF PADRÃO POLO INOVAÇÃO UNICAMP;01-18186-09
INOVA- EDIF PADRÃO POLO INOVAÇÃO UNICAMP;01-18186-09
INOVA- EDIF PADRÃO POLO INOVAÇÃO UNICAMP;01-18186-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
FCM- ESCOLA DE SAÚDE DA FAMÍLIA;01-18187-09
CEPETRO- LAB. SISTEMAS MARÍTIMOS;01-18239-08
CEPETRO- LAB. SISTEMAS MARÍTIMOS;01-18239-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-18251-10
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-18251-10
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;"01-18251-10
CONTATO TELEF. RUTE"
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-18356-11
FEF- ELEVADOR PRÉDIO BIBLIOTECA FEF;01-18365-10
FEF- ELEVADOR PRÉDIO BIBLIOTECA FEF;01-18365-10
FEF- ELEVADOR PRÉDIO BIBLIOTECA FEF;"01-18365-10
0F/DIR/FEF Nº 66"
FEF- AMPLIAÇÃO NOVO GINÁSIO DA FEF;"01-18366-10
OF/DIR/FEF Nº 64"
INOVA- LAB INOVAÇÃO BIOCOMBUSTÍVEIS FLIB (FINEP- CT-INFRA);01-18394-07
INOVA- LAB INOVAÇÃO BIOCOMBUSTÍVEIS FLIB (FINEP- CT-INFRA);01-18394-07
INOVA- LAB INOVAÇÃO BIOCOMBUSTÍVEIS FLIB (FINEP- CT-INFRA);01-18394-07
INOVA- LAB INOVAÇÃO BIOCOMBUSTÍVEIS FLIB (FINEP- CT-INFRA);01-18394-07
INOVA- LAB INOVAÇÃO BIOCOMBUSTÍVEIS FLIB (FINEP- CT-INFRA);01-18394-07
INOVA- LAB INOVAÇÃO BIOCOMBUSTÍVEIS FLIB (FINEP- CT-INFRA);01-18394-07
INOVA- LAB INOVAÇÃO BIOCOMBUSTÍVEIS FLIB (FINEP- CT-INFRA);01-18394-07
IFGW- PRÉDIO FIBER-TO-HTE-LAB-KYATERA (FINEP- CT-INFRA);01-18400-07
IFGW- PRÉDIO FIBER-TO-HTE-LAB-KYATERA (FINEP- CT-INFRA);01-18400-07
IFGW- PRÉDIO FIBER-TO-HTE-LAB-KYATERA (FINEP- CT-INFRA);01-18400-07
IFGW- PRÉDIO FIBER-TO-HTE-LAB-KYATERA (FINEP- CT-INFRA);01-18400-07
IFGW- PRÉDIO FIBER-TO-HTE-LAB-KYATERA (FINEP- CT-INFRA);01-18400-07
REITORIA- ENTREPOSTO DE RESÍDUOS;01-18463-05
REITORIA- ENTREPOSTO DE RESÍDUOS;01-18463-05
REITORIA- ENTREPOSTO DE RESÍDUOS;01-18463-05
REITORIA- ENTREPOSTO DE RESÍDUOS;01-18463-05
COTUCA- REFORMA COBERTURA;01-18465-09
COTUCA- REFORMA COBERTURA;01-18465-09
COTUCA- REFORMA COBERTURA;01-18465-09
COTUCA- REFORMA COBERTURA;01-18465-09
COTUCA- REFORMA COBERTURA;01-18465-09
COTUCA- REFORMA COBERTURA;01-18465-09
COTUCA- REFORMA COBERTURA;01-18465-09
FEM- PRÉDIOS QUADRA 47;01-18486-11
SIARQ- NOVA SEDE;01-18547-09
PREFEITURA- NOVA SEDE;01-18565-10
IC- NOVO PRÉDIO IC- 04;01-18620-09
IC- NOVO PRÉDIO IC- 04;01-18620-09
IC- NOVO PRÉDIO IC- 04;01-18620-09
PRG- REFORMA INTERNA;01-18622-09
PRG- REFORMA INTERNA;01-18622-09
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-18628-09
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-18628-09
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-18628-09
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-18628-09
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-18628-09
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-18628-09
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-18628-09
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-18628-09
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-18628-09
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);01-18628-09
FEC- CONCLUSÃO DO PRÉDIO 7;01-18712-10
FEC- CONCLUSÃO DO PRÉDIO 7;01-18712-10
FEC- CONCLUSÃO DO PRÉDIO 7;01-18712-10
FEC- CONCLUSÃO DO PRÉDIO 7;01-18712-10
FEC- CONCLUSÃO DO PRÉDIO 7;01-18712-10
FEC- CONCLUSÃO DO PRÉDIO 7;01-18712-10
CSS/CECOM- ABRIGO RESÍDUOS CECOM;01-18716-09
CSS/CECOM- ABRIGO RESÍDUOS CECOM;01-18716-09
CSS/CECOM- ABRIGO RESÍDUOS CECOM;01-18716-09
CSS/CECOM- ABRIGO RESÍDUOS CECOM;01-18716-09
CSS/CECOM- ABRIGO RESÍDUOS CECOM;01-18716-09
CSS/CECOM- ABRIGO RESÍDUOS CECOM;01-18716-09
CSS/CECOM- ABRIGO RESÍDUOS CECOM;01-18716-09
CSS/CECOM- ABRIGO RESÍDUOS CECOM;01-18716-09
CSS/CECOM- ABRIGO RESÍDUOS CECOM;01-18716-09
CSS/CECOM- ABRIGO RESÍDUOS CECOM;01-18716-09
CSS/CECOM- ABRIGO RESÍDUOS CECOM;01-18716-09
INOVA- EDIF PADRÃO POLO INOVAÇÃO UNICAMP;01-18720-11
CEL- NOVO PRÉDIO;01-18745-10
CEL- NOVO PRÉDIO;01-18745-10
CEL- NOVO PRÉDIO;01-18745-10
CEL- NOVO PRÉDIO;01-18745-10
CEL- NOVO PRÉDIO;01-18745-10
CEL- NOVO PRÉDIO;01-18745-10
CEL- NOVO PRÉDIO;01-18745-10
CEL- NOVO PRÉDIO;01-18745-10
IA- REFORMA ESTÚDIO MULTIMEIOS;01-18780-09
IA- REFORMA ESTÚDIO MULTIMEIOS;01-18780-09
IA- REFORMA ESTÚDIO MULTIMEIOS;01-18780-09
IA- REFORMA ESTÚDIO MULTIMEIOS;01-18780-09
IA- REFORMA ESTÚDIO MULTIMEIOS;01-18780-09
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;01-18786-07
IA- REFORMA PAV ARTES;01-18808-09
IA- REFORMA PAV ARTES;01-18808-09
IA- REFORMA PAV ARTES;01-18808-09
IA- REFORMA PAV ARTES;01-18808-09
IA- REFORMA PAV ARTES;01-18808-09
IA- REFORMA PAV ARTES;01-18808-09
IA- REFORMA PAV ARTES;01-18808-09
IA- REFORMA PAV ARTES;01-18808-09
FE- REFORMA SANITÁRIOS PRÉDIO PRINCIPAL;01-18848-09
FE- REFORMA SANITÁRIOS PRÉDIO PRINCIPAL;01-18848-09
FE- REFORMA SANITÁRIOS PRÉDIO PRINCIPAL;01-18848-09
FE- REFORMA SANITÁRIOS PRÉDIO PRINCIPAL;01-18848-09
FE- REFORMA SANITÁRIOS PRÉDIO PRINCIPAL;01-18848-09
FE- REFORMA SANITÁRIOS PRÉDIO PRINCIPAL;01-18848-09
FE- REFORMA SANITÁRIOS PRÉDIO PRINCIPAL;01-18848-09
CEPETRO- TORRE FACILIDADE EXPERIMENTAL;01-18908-10
CEPETRO- TORRE FACILIDADE EXPERIMENTAL;01-18908-10
PREFEITURA- ESTACIONAMENTO CRECHE;01-18912-04
PREFEITURA- ESTACIONAMENTO CRECHE;01-18912-04
PREFEITURA- ESTACIONAMENTO CRECHE;01-18912-04
PREFEITURA- ESTACIONAMENTO CRECHE;01-18912-04
PREFEITURA- ESTACIONAMENTO CRECHE;01-18912-04
PREFEITURA- ESTACIONAMENTO CRECHE;01-18912-04
IB- REFORMA COBERTURA PRÉDIOS IB;01-19074-09
IB- REFORMA COBERTURA PRÉDIOS IB;01-19074-09
FEM- PRÉDIOS QUADRA 47;01-19219-06
FEM- PRÉDIOS QUADRA 47;01-19219-06
FEM- PRÉDIOS QUADRA 47;01-19219-06
FEM- PRÉDIOS QUADRA 47;01-19219-06
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-19223-09
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-19223-09
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-19223-09
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-19223-09
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-19223-09
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-19223-09
CDC- REFORMA SANITÁRIOS DO CENTRO DE CONVENÇÕES E GMU;01-19229-10
CDC- REFORMA SANITÁRIOS DO CENTRO DE CONVENÇÕES E GMU;01-19229-10
CDC- REFORMA SANITÁRIOS DO CENTRO DE CONVENÇÕES E GMU;01-19229-10
CDC- REFORMA SANITÁRIOS DO CENTRO DE CONVENÇÕES E GMU;01-19229-10
CDC- REFORMA SANITÁRIOS DO CENTRO DE CONVENÇÕES E GMU;01-19229-10
IA- REMODELAÇÃO CABINE DE FORÇA;01-19259-07
IA- REMODELAÇÃO CABINE DE FORÇA;01-19259-07
IA- REMODELAÇÃO CABINE DE FORÇA;01-19259-07
IA- REMODELAÇÃO CABINE DE FORÇA;01-19259-07
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-19260-10
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-19260-10
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-19260-10
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-19260-10
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-19260-10
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-19260-10
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-19260-10
REITORIA- CENTRO DE CONVENÇÕES;01-19286-11
PRG- REFORMA SANITÁRIOS CB II;01-19335-11
PRG- REFORMA SANITÁRIOS DAC;01-19335-11 - INFORMAÇÃO
PRG- REFORMA SANITÁRIOS CB II;"01-19335-11
OS VIA SEDEX"
PREFEITURA- BICICLETÁRIO NO PRÉDIO DA VIGILÂNCIA;01-19337-11
PREFEITURA- BICICLETÁRIO NO PRÉDIO DA VIGILÂNCIA;"01-19337-11
OS VIA SEDEX"
CDC- REFORMAS GERAIS NO GMU;01-19341-11
CDC- REFORMAS GERAIS NO GMU;"01-19341-11
OS VIA SEDEX"
FEC- ELEVADOR;01-19343-08
FCM- TRATAMENTO ACÚSTICO PRÉDIO DO CEPRE;01-19351-08
FCM- TRATAMENTO ACÚSTICO PRÉDIO DO CEPRE;01-19351-08
FCM- TRATAMENTO ACÚSTICO PRÉDIO DO CEPRE;01-19351-08
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-19359-10
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-19359-10
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-19359-10
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-19359-10
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-19359-10
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-19359-10
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-19359-10
FEC- CONCLUSÃO DO PRÉDIO 7;01-19360-11
IC- CLIMATIZAÇÃO DO PRÉDIO IC-3,5;01-19392-11
IC- CLIMATIZAÇÃO DO PRÉDIO IC-3,5;01-19392-11
FCA- PORTARIA PEDESTRES CAMPUS 2;01-19397-11
FCA- PORTARIA PEDESTRES CAMPUS 2;01-19397-11
FCA- PORTARIA PROVISÓRIA DE PEDESTRES E VEÍCULOS;01-19402-11
HEMOCENTRO- CONSTRUÇÃO ANEXO III;"01-19448-11
CI-HEMO/COORD. Nº 342/11"
FCA- PORTARIA PEDESTRES CAMPUS 2;01-19460-07
FCA- PORTARIA PEDESTRES CAMPUS 2;01-19460-07
FCA- PORTARIA PEDESTRES CAMPUS 2;01-19460-07
FCA- PORTARIA PEDESTRES CAMPUS 2;01-19460-07
FCA- PORTARIA PEDESTRES CAMPUS 2;01-19460-07
FCA- PORTARIA PEDESTRES CAMPUS 2;01-19460-07
FCA- RESTAURANTE CAMPUS 2;01-19463-07
FCA- RESTAURANTE CAMPUS 2;01-19463-07
FCA- RESTAURANTE CAMPUS 2;01-19463-07
FCA- RESTAURANTE CAMPUS 2;01-19463-07
FCA- RESTAURANTE CAMPUS 2;01-19463-07
FCA- RESTAURANTE CAMPUS 2;01-19463-07
FCA- RESTAURANTE CAMPUS 2;01-19463-07
FCA- RESTAURANTE CAMPUS 2;01-19463-07
FCA- RESTAURANTE CAMPUS 2;01-19463-07
FCA- RESTAURANTE CAMPUS 2;01-19463-07
FEF- COBERTURA E EXECUÇÃO DE NOVO PISO PARA AS QUADRAS 10 A 13;01-19504-10
FEF- COBERTURA E EXECUÇÃO DE NOVO PISO PARA AS QUADRAS 10 A 13;01-19504-10
FEF- COBERTURA E EXECUÇÃO DE NOVO PISO PARA AS QUADRAS 10 A 13;01-19504-10
FEF- COBERTURA E EXECUÇÃO DE NOVO PISO PARA AS QUADRAS 10 A 13;01-19504-10
FEF- COBERTURA E EXECUÇÃO DE NOVO PISO PARA AS QUADRAS 10 A 13;01-19504-10
IB- REFORMA COBERTURA PRÉDIOS IB;01-19523-08
IB- REFORMA COBERTURA PRÉDIOS IB;01-19523-08
IB- REFORMA COBERTURA PRÉDIOS IB;01-19523-08
IB- REFORMA COBERTURA PRÉDIOS IB;01-19523-08
IB- REFORMA COBERTURA PRÉDIOS IB;01-19523-08
IC- REFORMA SANITÁRIOS PRÉDIOS IC- 01, 02, 03;01-19535-11
IC- REFORMA SANITÁRIOS PRÉDIOS IC- 01, 02, 03;"01-19535-11
FORMULÁRIO SOLICITAÇÃO DE OBRA"
FEM- SALAS DE AULA- AMPLIAÇÃO PRÉDIO Q36-P59;"01-19614-11
OF.FEM/DIRETORIA/079/11"
IA- REFORMA PAV ARTES;"01-19616-11
OF.PRG 132/2011"
FEF- NOVO GINÁSIO;01-19622-09
FEF- NOVO GINÁSIO;01-19622-09
FEF- NOVO GINÁSIO;01-19622-09
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-19622-09
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-19622-09
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-19622-09
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-19622-09
FCA- ENSINO 2 CAMPUS 2;01-19651-09
FCA- ENSINO 2 CAMPUS 2;01-19651-09
FCA- ENSINO 2 CAMPUS 2;01-19651-09
FCA- ENSINO 2 CAMPUS 2;01-19651-09
FCA- ENSINO 2 CAMPUS 2;01-19651-09
FCA- ENSINO 2 CAMPUS 2;01-19651-09
FCA- ENSINO 2 CAMPUS 2;01-19651-09
FCA- ENSINO 2 CAMPUS 2;01-19651-09
FCA- ENSINO 2 CAMPUS 2;01-19651-09
FOP- CENTRO CLÍNICO;01-19685-10
FOP- CENTRO CLÍNICO;01-19686-10
FEA- REFORMA PLANTA PILOTO E LABS DEPTO CIÊNCIA DE ALIMENTOS (CT-INFRA 01/01);01-19702-10
CEPETRO- TORRE FACILIDADE EXPERIMENTAL;01-19709-07
CEPETRO- TORRE FACILIDADE EXPERIMENTAL;01-19709-07
CEPETRO- TORRE FACILIDADE EXPERIMENTAL;01-19709-07
CEPETRO- TORRE FACILIDADE EXPERIMENTAL;01-19709-07
CEPETRO- TORRE FACILIDADE EXPERIMENTAL;01-19709-07
FEAGRI- REFORMA SETOR SECAGEM LAB PÓS COLHEITA REDEAGRO (FINEP- CT-INFRA);01-19713-07
FEAGRI- REFORMA SETOR SECAGEM LAB PÓS COLHEITA REDEAGRO (FINEP- CT-INFRA);01-19713-07
FEAGRI- REFORMA SETOR SECAGEM LAB PÓS COLHEITA REDEAGRO (FINEP- CT-INFRA);01-19713-07
FEAGRI- REFORMA SETOR SECAGEM LAB PÓS COLHEITA REDEAGRO (FINEP- CT-INFRA);01-19713-07
FEAGRI- REFORMA SETOR SECAGEM LAB PÓS COLHEITA REDEAGRO (FINEP- CT-INFRA);01-19713-07
FEAGRI- REFORMA SETOR SECAGEM LAB PÓS COLHEITA REDEAGRO (FINEP- CT-INFRA);01-19713-07
CEMIB- NOVA REDE HIDRÁULICA;01-19717-07
CEMIB- NOVA REDE HIDRÁULICA;01-19717-07
CEMIB- NOVA REDE HIDRÁULICA;01-19717-07
CEMIB- NOVA REDE HIDRÁULICA;01-19717-07
CEMIB- NOVA REDE HIDRÁULICA;01-19717-07
CEMIB- NOVA REDE HIDRÁULICA;01-19717-07
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-19819-11
CEPETRO- LAB. SISTEMAS MARÍTIMOS;01-19832-06
CEPETRO- LAB. SISTEMAS MARÍTIMOS;01-19832-06
CEPETRO- LAB. SISTEMAS MARÍTIMOS;01-19832-06
CEPETRO- LAB. SISTEMAS MARÍTIMOS;01-19832-06
CEPETRO- LAB. SISTEMAS MARÍTIMOS;01-19832-06
CEPETRO- LAB. SISTEMAS MARÍTIMOS;01-19832-06
CEPETRO- LAB. SISTEMAS MARÍTIMOS;01-19832-06
CEPETRO- LAB. SISTEMAS MARÍTIMOS;01-19832-06
CEPETRO- LAB. SISTEMAS MARÍTIMOS;01-19832-06
CEPETRO- LAB. SISTEMAS MARÍTIMOS;01-19832-06
CEPETRO- LAB. SISTEMAS MARÍTIMOS;01-19832-06
IFCH- PRÉDIO DOS CENTROS E NÚCLEOS (FINEP);"01-19856-11
OF.IFCH S/Nº"
IFGW- ACESSIBILIDADE;"01-20011-10
OF.DIF.Nº 047/10"
IB- ELEVADOR DA BIBLIOTECA;01-20154-11
FCA- ILUMINAÇÃO PÚBLICA CAMPUS 2;01-20180-08
FCA- ILUMINAÇÃO PÚBLICA CAMPUS 2;01-20180-08
FCA- ILUMINAÇÃO PÚBLICA CAMPUS 2;01-20180-08
FCA- ILUMINAÇÃO PÚBLICA CAMPUS 2;01-20180-08
FCA- ILUMINAÇÃO PÚBLICA CAMPUS 2;01-20180-08
FCA- ILUMINAÇÃO PÚBLICA CAMPUS 2;01-20180-08
FCA- ILUMINAÇÃO PÚBLICA CAMPUS 2;01-20180-08
FCA- ILUMINAÇÃO PÚBLICA CAMPUS 2;01-20180-08
DGA- SANITÁRIOS E ÁREA COFFEBREAK PARA AUDITÓRIO;01-20207-11
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-20209-08
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-20209-08
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-20209-08
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-20209-08
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-20209-08
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;01-20209-08
CDC- REFORMA SANITÁRIOS DO CENTRO DE CONVENÇÕES E GMU;01-20210-11
CDC- REFORMAS GERAIS NO GMU;01-20213-11
PREFEITURA- REFORMA RESTAURANTE/LANCHONETE DA FOP;01-20313-05
PREFEITURA- REFORMA RESTAURANTE/LANCHONETE DA FOP;01-20313-05
PREFEITURA- REFORMA RESTAURANTE/LANCHONETE DA FOP;01-20313-05
GASTRO- AME- AMBULATÓRIO MÉDICO DE ESPECIALIDADES;01-20391-10
GASTRO- AME- AMBULATÓRIO MÉDICO DE ESPECIALIDADES;01-20391-10
GASTRO- AME- AMBULATÓRIO MÉDICO DE ESPECIALIDADES;"01-20391-10
OF.046/2010-CGC"
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-20398-07
EDITORA- NOVA SEDE;01-20619-09
EDITORA- NOVA SEDE;01-20619-09
EDITORA- NOVA SEDE;01-20619-09
EDITORA- NOVA SEDE;01-20619-09
EDITORA- NOVA SEDE;01-20619-09
EDITORA- NOVA SEDE;01-20619-09
EDITORA- NOVA SEDE;01-20619-09
EDITORA- NOVA SEDE;01-20619-09
REITORIA- JARDIM BOTÂNICO;01-20642-05
REITORIA- JARDIM BOTÂNICO;01-20642-05
REITORIA- JARDIM BOTÂNICO;01-20642-05
REITORIA- JARDIM BOTÂNICO;01-20642-05
REITORIA- JARDIM BOTÂNICO;01-20642-05
REITORIA- JARDIM BOTÂNICO;01-20642-05
CPQBA- AMPLIAÇÃO DO SISTEMA VIÁRIO INTERNO;01-20814-10
CPQBA- AMPLIAÇÃO DO SISTEMA VIÁRIO INTERNO;01-20814-10
CPQBA- AMPLIAÇÃO DO SISTEMA VIÁRIO INTERNO;01-20814-10
CPQBA- AMPLIAÇÃO DO SISTEMA VIÁRIO INTERNO;"01-20814-10
OFÍCIO CPQBA 042/2010"
FCA- PRÉDIOS DOS LABORATÓRIOS 1 E 2 CAMPUS 2;01-20815-08
IC- NOVO PRÉDIO IC- 04;01-20839-10
IC- NOVO PRÉDIO IC- 04;01-20839-10
IC- NOVO PRÉDIO IC- 04;01-20839-10
IC- NOVO PRÉDIO IC- 04;01-20842-10
IC- NOVO PRÉDIO IC- 04;01-20842-10
IC- NOVO PRÉDIO IC- 04;01-20842-10
IC- NOVO PRÉDIO IC- 04;01-20842-10
IC- NOVO PRÉDIO IC- 04;01-20842-10
IC- NOVO PRÉDIO IC- 04;01-20842-10
IC- NOVO PRÉDIO IC- 04;01-20842-10
IFGW- ESPAÇO DE VIVÊNCIA;01-21059-05
EDITORA- NOVA SEDE;01-21074-10
EDITORA- NOVA SEDE;01-21074-10
EDITORA- NOVA SEDE;01-21074-10
EDITORA- NOVA SEDE;01-21074-10
EDITORA- NOVA SEDE;01-21074-10
EDITORA- NOVA SEDE;01-21074-10
EDITORA- NOVA SEDE;01-21074-10
FCA- RESTAURANTE CAMPUS 2;01-21131-10
FEC- LABORATÓRIO VEÍCULO VIA (FINEP);01-21147-08
EDITORA- NOVO DEPÓSITO;01-21231-08
EDITORA- NOVO DEPÓSITO;01-21231-08
EDITORA- NOVO DEPÓSITO;01-21231-08
EDITORA- NOVO DEPÓSITO;01-21231-08
EDITORA- NOVO DEPÓSITO;01-21231-08
EDITORA- NOVO DEPÓSITO;01-21231-08
EDITORA- NOVO DEPÓSITO;01-21231-08
EDITORA- NOVO DEPÓSITO;01-21231-08
EDITORA- NOVO DEPÓSITO;01-21231-08
EDITORA- NOVO DEPÓSITO;01-21231-08
IA- REMODELAÇÃO CABINE DE FORÇA;01-21232-08
IA- REMODELAÇÃO CABINE DE FORÇA;01-21232-08
IA- REMODELAÇÃO CABINE DE FORÇA;01-21232-08
IA- REMODELAÇÃO CABINE DE FORÇA;01-21232-08
IA- REMODELAÇÃO CABINE DE FORÇA;01-21232-08
IA- REMODELAÇÃO CABINE DE FORÇA;01-21232-08
IA- REMODELAÇÃO CABINE DE FORÇA;01-21232-08
IA- REMODELAÇÃO CABINE DE FORÇA;01-21232-08
IA- REMODELAÇÃO CABINE DE FORÇA;01-21232-08
CPQBA- LABORATÓRIO RECURSOS MICROBIANOS;01-21577-06
